WireLoad,Gates,Cap,Area,Delay,IterationLimit,Classes,Nodes,Rebuilds
op0,1419,0.6,1483,1696.22
op1,1055,0.6,1235,1517.94
op2,1386,0.6,1507,1074.62
op3,1419,0.6,1526,1136.18
op4,1276,0.6,1428,1183.77
op5,2017,0.6,2041,774.93
op6,2043,0.7,2090,673.84
op7,1996,0.7,2042,714.84
op8,822,0.7,1024,3094.39
op0,1.15446026,6735,12575
op1,3.347535003,14314,27352
op2,7.564774845,14572,40151
op3,14.951695991,20266,62032
op4,27.09317189,19743,86385
op5,66.088808946,82820,228934
op6,152.479581882,138617,360669
op7,1023.79629185,137357,359409
op0,5
op1,5
op2,10
op3,605
op4,1407
op5,2039
op6,2051
op7,2051
